datetime,name,sex,age
12/15/12 4:00,"Daly, Mr. Peter Denis ",male,51
12/18/12 2:00,"Baclini, Mrs. Solomon (Latifa Qurban)",female,24
12/18/12 3:00,"Razi, Mr. Raihed",male,
12/18/12 4:00,"Hansen, Mr. Claus Peter",male,41
12/19/12 3:00,"Giles, Mr. Frederick Edward",male,21
1/1/11 9:00,"Swift, Mrs. Frederick Joel (Margaret Welles Barron)",female,48
1/5/11 0:00,"Sage, Miss. Dorothy Edith ""Dolly""",female,
1/5/11 1:00,"Gill, Mr. John William",male,24
1/9/11 23:00,"Bystrom, Mrs. (Karolina)",female,42
1/11/11 5:00,"Duran y More, Miss. Asuncion",female,27
1/12/11 1:00,"Roebling, Mr. Washington Augustus II",male,31
1/13/11 0:00,"van Melkebeke, Mr. Philemon",male,
1/16/11 3:00,"Johnson, Master. Harold Theodor",male,4
1/19/11 1:00,"Balkic, Mr. Cerin",male,26
2/1/11 0:00,"Beckwith, Mrs. Richard Leonard (Sallie Monypeny)",female,47
2/8/11 0:00,"Carlsson, Mr. Frans Olof",male,33
2/10/11 5:00,"Vander Cruyssen, Mr. Victor",male,47
2/11/11 1:00,"Abelson, Mrs. Samuel (Hannah Wizosky)",female,28
2/14/11 1:00,"Najib, Miss. Adele Kiamie ""Jane""",female,15
2/17/11 1:00,"Gustafsson, Mr. Alfred Ossian",male,20
2/18/11 3:00,"Petroff, Mr. Nedelio",male,19
2/18/11 5:00,"Laleff, Mr. Kristo",male,
3/6/11 21:00,"Potter, Mrs. Thomas Jr (Lily Alexenia Wilson)",female,56
3/11/11 0:00,"Shelley, Mrs. William (Imanita Parrish Hall)",female,25
3/11/11 5:00,"Markun, Mr. Johann",male,33
3/12/11 3:00,"Dahlberg, Miss. Gerda Ulrika",female,22
3/15/11 1:00,"Banfield, Mr. Frederick James",male,28
4/1/11 0:00,"Sutehall, Mr. Henry Jr",male,25
4/7/11 5:00,"Rice, Mrs. William (Margaret Norton)",female,39
4/8/11 1:00,"Montvila, Rev. Juozas",male,27
5/4/11 1:00,"Graham, Miss. Margaret Edith",female,19
5/5/11 1:00,"Johnston, Miss. Catherine Helen ""Carrie""",female,
5/6/11 3:00,"Behr, Mr. Karl Howell",male,26
5/17/11 1:00,"Dooley, Mr. Patrick",male,32
